UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
192148,P7863,M,299.3,307.0966365100465,1560.0,32.52535441089274,23.0,1,Failure
136945,P9626,L,300.5,308.0914032611034,1627.0,40.48329020269542,45.0,1,Failure
145180,P6479,M,301.3,309.2964936624506,1856.0,22.25743892156373,153.0,1,Failure
165393,P6100,L,301.0,310.25879628205735,1419.0,36.88318561775649,162.0,1,Failure
186929,P5843,L,303.0,311.23340242137243,1552.0,19.86133311120537,166.0,1,Failure
187425,P1112,L,302.8,310.36524257993096,1763.0,33.873326471230975,109.0,1,Failure
133752,P6099,M,297.4,305.7,1492.0,44.94528194457855,101.0,1,Failure
183400,P3560,L,300.2,309.13113559164253,1434.0,32.90946352697972,51.0,1,Failure
171448,P4331,M,303.5,311.50398048567286,1638.0,30.131203531309936,27.0,1,Failure
129258,P4889,H,300.4,308.41856493437683,1675.0,33.16874809199522,40.0,1,Failure
186963,P2485,M,299.1,307.6253470482086,1654.0,27.85809658371492,201.0,1,Failure
186301,P1436,H,301.2,309.45911138464186,1332.0,39.49041763952477,173.0,1,Failure
199941,P1139,L,303.9,312.21092043066716,1452.0,42.721711751310025,106.0,1,Failure
167703,P2639,M,302.2,310.1330834007118,1565.0,37.23275939695512,41.0,1,Failure
137393,P7496,L,299.4,307.1193739553894,1376.0,42.432019498433625,53.0,1,Failure
166863,P6387,L,300.0,308.1264486607979,1351.0,40.466443262732426,155.0,1,Failure
121260,P3194,H,299.1,307.51344965143807,1366.0,39.142363772455326,18.0,1,Failure
156175,P3354,H,300.6,309.21876412324843,1333.0,38.254056576176154,205.0,1,Failure
133551,P5211,H,300.4,308.04313541998135,1354.0,39.24727168250872,105.0,1,Failure
105574,P2158,M,302.6,310.1144613278472,1629.0,36.63907013790495,193.0,1,Failure
196644,P8343,M,298.0,306.03311630175386,1703.0,34.280301013986296,52.0,1,Failure
117899,P1650,M,298.3,306.2899858874512,1557.0,27.279071970641812,4.0,1,Failure
170757,P2802,L,297.2,305.7,1844.0,24.377980808417288,49.0,1,Failure
155411,P4556,M,299.8,307.85354202311214,1475.0,32.0090283597362,116.0,1,Failure
177908,P2589,H,301.2,309.0984141366321,1567.0,35.564001023167485,182.0,1,Failure
171684,P2726,M,300.3,308.79555410467646,1382.0,37.237369244754724,180.0,1,Failure
106157,P1491,M,300.6,309.9496284260669,1433.0,40.233435752537325,42.0,1,Failure
161716,P5131,M,298.3,305.9442170468556,1326.0,43.47339889916621,62.0,1,Failure
161020,P9403,H,296.3,305.7,1387.0,39.6227867048997,210.0,1,Failure
153355,P7029,L,301.0,307.56419381383387,1549.0,40.944975275642655,154.0,1,Failure
102852,P3761,L,301.9,309.42764805643014,1525.0,26.359571984104463,103.0,1,Failure
140518,P7215,M,299.8,308.51732127328285,1431.0,39.07841456820599,119.0,1,Failure
193935,P3190,L,298.8,306.43604923129,2157.0,17.89414883514457,97.0,1,Failure
125767,P1943,L,298.1,305.7,1650.0,26.16824356352814,123.0,1,Failure
106568,P3664,M,303.6,311.4354259836472,1455.0,46.997000247749675,219.0,1,Failure
154006,P6881,M,299.0,306.96222669211113,1437.0,39.94303638626638,61.0,1,Failure
128651,P6541,H,300.6,308.5665551960261,1389.0,39.255939347307866,91.0,1,Failure
157386,P2953,H,300.8,308.55803000518523,1586.0,29.31417728296852,184.0,1,Failure
144666,P8455,L,298.4,306.3836420975228,1733.0,25.046670130008792,193.0,1,Failure
115808,P8247,M,298.4,307.03532533998487,1507.0,32.82037744138496,135.0,1,Failure
120252,P6487,H,300.9,308.4062434691699,1391.0,36.3216977092873,3.0,1,Failure
120966,P8642,H,295.6,305.7,1626.0,29.47797293893633,226.0,1,Failure
142098,P9324,M,302.0,310.6189099133528,1774.0,26.986563752839682,94.0,1,Failure
119929,P3143,H,302.5,310.099451916611,1798.0,12.370658522774256,178.0,1,Failure
185620,P2355,H,297.9,305.82118206671095,1356.0,38.70496398003896,194.0,1,Failure
134254,P1792,H,300.4,308.14548986279357,1385.0,29.604904641991983,61.0,1,Failure
119594,P8763,M,299.3,306.10578670059664,1392.0,40.33351464700807,109.0,1,Failure
173530,P6785,M,298.0,305.7,1928.0,12.403417924013747,176.0,1,Failure
170904,P9852,H,298.9,307.4696139314521,1420.0,37.3131770464021,114.0,1,Failure
101186,P9078,L,299.7,308.02194309317406,1566.0,31.775190719097633,5.0,1,Failure
176537,P9826,L,301.4,309.57128180053576,1440.0,35.53901129955397,198.0,1,Failure
117088,P4201,L,298.8,306.89989198090296,2709.0,-4.509216111531517,59.0,1,Failure
188179,P6771,L,298.9,306.5719958901493,1798.0,19.786302595853673,154.0,1,Failure
136154,P9191,L,300.8,308.61223096355843,1524.0,36.91696811880824,148.0,1,Failure
174149,P6137,L,303.5,312.3455775020858,1300.0,41.97599727871575,136.0,1,Failure
152486,P3417,L,301.4,308.8753720203738,1517.0,36.37417089519706,64.0,1,Failure
183738,P5004,M,302.3,310.16381972148815,1610.0,27.338637091020757,164.0,1,Failure
140245,P3895,M,301.6,309.34640501236714,1798.0,29.157564066801083,44.0,1,Failure
121030,P1265,H,297.9,306.2784265358991,1638.0,37.23948191085638,6.0,1,Failure
184288,P6524,L,297.9,305.7,1468.0,22.783559609990828,178.0,1,Failure
146137,P3379,L,303.0,310.6830682774305,1433.0,36.74620296630008,146.0,1,Failure
135657,P4301,H,299.5,306.6188685076101,1486.0,38.657248654360714,133.0,1,Failure
152609,P6529,H,300.6,309.3303680003522,1500.0,29.608158431578676,94.0,1,Failure
154949,P3081,H,303.1,311.6445481390384,1505.0,33.63561667706842,134.0,1,Failure
199868,P7535,L,296.9,305.7,1543.0,42.1432585300776,103.0,1,Failure
196253,P1802,H,302.2,310.3646266216435,1582.0,22.73180037553903,118.0,1,Failure
197776,P2018,H,297.0,305.7,2721.0,0.8761499606084056,83.0,1,Failure
100726,P7558,L,298.4,305.96722547052104,1542.0,37.39737476462726,119.0,1,Failure
183700,P2377,H,298.8,306.0165407713906,1747.0,29.56223316779635,0.0,1,Failure
198258,P9880,M,297.1,305.7,1309.0,37.601073653782066,83.0,1,Failure
100349,P3947,H,300.4,308.2577138293851,1258.0,37.69716611027699,152.0,1,Failure
129961,P7039,H,304.0,311.7585237385467,1531.0,29.821752683319495,54.0,1,Failure
181813,P5782,L,298.2,306.6948595255774,1525.0,28.021418737284336,171.0,1,Failure
127510,P5921,H,300.6,308.7993920363638,1341.0,40.241757903294385,197.0,1,Failure
198508,P9671,H,299.4,307.50178040926784,1338.0,46.900003087987585,76.0,1,Failure
121182,P9058,M,301.7,309.7415955303922,1509.0,29.885141436191123,5.0,1,Failure
135835,P3583,H,303.6,311.4156309610919,1607.0,23.621319422519562,5.0,1,Failure
189833,P7609,L,302.3,309.3496812832416,1559.0,28.61643700897912,180.0,1,Failure
146212,P7522,L,302.3,310.2505939039895,1463.0,34.95631139845289,183.0,1,Failure
161142,P8271,H,299.7,308.14207903526966,1379.0,36.007972929223826,95.0,1,Failure
139020,P1653,H,300.5,308.5989178673837,1595.0,30.370902945815864,51.0,1,Failure
147951,P5833,M,297.9,306.2510110396877,1529.0,25.13693106304402,32.0,1,Failure
117799,P2808,H,301.2,309.7231041991154,1772.0,31.635710486242424,128.0,1,Failure
195964,P8868,M,302.3,310.7222922799847,1648.0,32.28583868349242,35.0,1,Failure
127502,P7566,L,296.6,305.7,1604.0,25.13324635941424,97.0,1,Failure
119359,P1520,M,297.9,306.3760829779801,1403.0,26.516768487357346,17.0,1,Failure
163580,P9822,L,301.9,310.36960070882753,1258.0,44.13998476633276,66.0,1,Failure
188091,P2480,M,297.7,306.1499548649818,1477.0,38.38541545390826,102.0,1,Failure
125028,P3571,H,302.3,310.94871609155825,1741.0,23.28035716869993,88.0,1,Failure
112602,P6809,H,299.0,306.6855999130058,2090.0,21.647584153345115,9.0,1,Failure
166453,P8665,M,297.8,305.8365852688619,1418.0,37.54997907942367,0.0,1,Failure
171491,P1112,L,303.4,310.7556009970723,1614.0,29.40458277888143,48.0,1,Failure
143267,P9778,H,303.9,312.7099205630345,1440.0,44.673995697522074,128.0,1,Failure
167304,P2196,M,298.1,306.08387764465346,2424.0,5.509606677993743,44.0,1,Failure
100893,P5101,H,299.7,307.778973282477,1641.0,26.229541083174116,4.0,1,Failure
152190,P7315,H,297.7,306.06985260911586,1465.0,38.83552359960548,27.0,1,Failure
174602,P4295,H,300.4,308.90509400705497,1372.0,37.40677251786973,23.0,1,Failure
131936,P3158,H,298.0,305.97894853913124,1728.0,29.27699630436758,179.0,1,Failure
150282,P3139,H,303.4,312.11073069581073,1254.0,38.12410532415794,120.0,1,Failure
109866,P8792,M,297.5,305.7,1409.0,45.817047446607674,202.0,1,Failure
187897,P6424,M,301.6,309.52450785610483,1600.0,29.153070150385794,57.0,1,Failure
111520,P3748,H,299.1,307.6036236890288,1352.0,41.915440480319,119.0,1,Failure
154384,P9612,L,297.6,305.7,1423.0,39.28891375743093,7.0,1,Failure
181178,P6142,M,299.7,307.785920059339,1651.0,23.258472781530116,44.0,1,Failure
102373,P5960,L,298.8,307.9010606651688,1347.0,37.40246287324216,186.0,1,Failure
163142,P4057,H,295.5,305.7,1476.0,27.320356475971572,173.0,1,Failure
188570,P1103,L,297.1,305.7,2170.0,18.25345726533179,170.0,1,Failure
147204,P2354,M,300.8,309.0765274276817,1358.0,39.01047837154733,116.0,1,Failure
171548,P4538,L,302.3,310.12486095671983,2013.0,24.196043634140175,50.0,1,Failure
191685,P3078,M,297.0,305.7,1636.0,40.16125570472754,34.0,1,Failure
134238,P8734,M,297.4,306.14062756957554,1311.0,31.68308544217577,21.0,1,Failure
100258,P6989,M,298.0,306.9286459504706,1428.0,39.85477609279251,18.0,1,Failure
180125,P3870,L,300.5,308.951645741709,1695.0,28.240948006717808,113.0,1,Failure
160921,P4681,M,300.9,308.28236358642044,1365.0,33.49679709265576,4.0,1,Failure
135087,P2919,L,298.0,305.7310014563385,1541.0,26.518965715390213,33.0,1,Failure
119675,P2682,L,302.3,311.0468773929899,1782.0,28.358880786280693,73.0,1,Failure
135384,P4704,M,298.0,306.0334621006106,1389.0,39.672619184818146,208.0,1,Failure
177171,P3136,L,302.2,309.2678398361171,1610.0,20.977274793190652,194.0,1,Failure
169487,P8441,L,303.7,311.41815533181375,1611.0,28.80091914479874,119.0,1,Failure
134055,P9029,H,300.7,308.6906905968523,1440.0,37.553892292026596,196.0,1,Failure
145136,P5420,M,300.0,308.4082923884001,1625.0,36.91707138406319,91.0,1,Failure
145796,P2619,H,301.7,309.56966870517306,1657.0,32.456621539525166,24.0,1,Failure
108702,P2829,H,302.6,310.23152479548924,1544.0,27.34195464470984,49.0,1,Failure
124345,P7070,M,297.3,305.7,1575.0,43.320092884948075,102.0,1,Failure
154881,P5425,H,298.0,306.0195407543313,1469.0,29.92054539445062,37.0,1,Failure
164688,P9835,L,300.6,308.60980239544654,1489.0,35.00780957914792,166.0,1,Failure
114065,P2183,L,295.6,305.7,2102.0,25.39790863695323,42.0,1,Failure
105142,P6806,L,300.5,309.1686365060733,1402.0,46.09639360651719,195.0,1,Failure
179578,P9925,M,299.3,307.0061710949441,1409.0,37.38101628762399,171.0,1,Failure
136449,P1988,H,300.2,308.689184213328,1356.0,36.464317099760116,178.0,1,Failure
131878,P8268,L,301.5,310.045286085337,1812.0,21.706866345794438,29.0,1,Failure
187359,P7541,L,302.5,310.3471222998423,1598.0,27.205191128081115,47.0,1,Failure
182387,P3174,M,298.1,305.7,1818.0,29.104912836203688,222.0,1,Failure
128585,P9476,H,303.6,312.22844828542003,1468.0,32.49108021604676,149.0,1,Failure
188434,P3107,L,297.4,305.7,1578.0,25.194084289919783,197.0,1,Failure
112415,P5200,H,299.2,307.5571104557303,1481.0,35.42197812613311,139.0,1,Failure
126315,P7230,M,297.3,306.0572049736609,1379.0,40.955004984849495,128.0,1,Failure
194360,P2561,H,303.4,311.79442356260256,1634.0,34.85818147854414,63.0,1,Failure
166723,P1278,L,300.7,309.4727027166127,1702.0,19.178705748862853,70.0,1,Failure
132094,P4255,M,296.9,305.7,1853.0,23.979257234990946,36.0,1,Failure
158196,P3141,L,302.8,311.25490834019706,1480.0,31.598199222609182,202.0,1,Failure
187288,P7814,L,297.4,305.7,1410.0,28.202550244917305,140.0,1,Failure
133255,P5218,L,303.8,311.9588180809557,1534.0,36.81770386755094,21.0,1,Failure
167091,P2868,L,300.6,308.6300365704241,1621.0,35.67338877807924,154.0,1,Failure
117716,P6574,H,300.2,308.1392828327176,1457.0,41.09071753255188,83.0,1,Failure
122552,P4654,M,300.3,309.38785947587877,1470.0,33.43119060177738,136.0,1,Failure
110015,P2211,H,301.3,308.9999343133714,1503.0,43.36106874032686,146.0,1,Failure
179347,P5634,L,297.5,305.7,1434.0,47.835330224252914,117.0,1,Failure
185126,P5334,H,298.6,305.7,1954.0,20.194919098269107,92.0,1,Failure
133205,P5374,L,298.6,306.61536111921777,1357.0,34.393567453653034,218.0,1,Failure
144697,P8135,L,297.4,306.1164448756865,1559.0,19.1107227103731,57.0,1,Failure
103420,P7307,M,300.5,308.6682209372664,1470.0,28.975217472334528,177.0,1,Failure
114368,P7244,H,298.7,306.7680945878668,1889.0,32.46659080839883,132.0,1,Failure
166194,P9360,H,299.0,307.03565506754506,1357.0,36.147112946391815,220.0,1,Failure
187483,P6473,M,299.1,306.71192266832213,1605.0,31.779877726292366,139.0,1,Failure
122455,P4967,H,300.2,307.66303351186565,1578.0,26.749387818011694,77.0,1,Failure
109317,P4030,H,296.8,305.7,1437.0,37.793712261436816,132.0,1,Failure
104266,P4252,L,298.0,305.7,1540.0,42.638645514422976,42.0,1,Failure
148318,P2966,L,300.9,310.07657195627763,1543.0,39.80082016495922,96.0,1,Failure
121642,P8016,M,300.3,308.86188576735253,1496.0,21.34621961034764,24.0,1,Failure
128185,P8905,H,301.3,309.4336136421653,1295.0,35.01713126547172,52.0,1,Failure
104348,P6248,H,299.7,306.74178484709597,1411.0,39.34795955636149,161.0,1,Failure
160087,P7632,L,304.0,311.86616964680496,1777.0,26.933290452130787,74.0,1,Failure
144505,P3275,M,297.4,305.7,1409.0,33.91829423986463,107.0,1,Failure
108602,P7918,M,302.8,311.4514537134826,1675.0,30.02733477854457,117.0,1,Failure
116775,P9693,H,301.0,309.28725084346496,1677.0,29.049292593989392,50.0,1,Failure
196903,P7222,M,300.7,308.80975863463647,2280.0,9.204952341266937,160.0,1,Failure
126622,P5999,M,299.3,306.85706905764897,1482.0,41.004200786942334,19.0,1,Failure
106041,P3233,L,300.6,308.4586410008764,1414.0,37.93445906299996,163.0,1,Failure
146339,P4698,M,301.8,309.40751394753136,1754.0,42.35197904951926,2.0,1,Failure
160192,P4527,M,297.5,305.7,1377.0,40.5222079667385,33.0,1,Failure
115014,P8521,H,302.6,311.311508425364,1547.0,40.08153928294503,76.0,1,Failure
104383,P4241,M,298.0,306.4332251397409,1416.0,39.40341019474107,192.0,1,Failure
154609,P1755,M,302.9,310.9782320724067,1481.0,33.45717311495024,176.0,1,Failure
115872,P7976,H,297.4,306.08447481518715,1380.0,37.08839211565461,20.0,1,Failure
146345,P3111,L,302.0,309.92872428507724,1458.0,29.640980922125586,32.0,1,Failure
181394,P5033,L,300.5,309.1220833563961,1446.0,37.537644388839865,37.0,1,Failure
139294,P6388,H,299.0,307.8470889527988,1397.0,31.89790429962344,186.0,1,Failure
182186,P4973,M,301.0,309.64321474575223,1621.0,30.76520150790946,195.0,1,Failure
175017,P6841,L,300.8,308.72491420831653,1779.0,24.979372628864475,214.0,1,Failure
173528,P8557,H,301.6,309.71009963185867,1525.0,31.193452500586233,119.0,1,Failure
151801,P6612,H,299.5,307.10516726832464,1954.0,29.11120506465921,72.0,1,Failure
125461,P6336,H,302.0,310.12815673145377,1513.0,40.961485553056804,10.0,1,Failure
125373,P6153,H,304.4,312.8107761163922,1404.0,35.43074221968309,155.0,1,Failure
184710,P1675,L,303.9,311.76951490221086,1566.0,34.55424136465009,160.0,1,Failure
182900,P6717,H,302.2,309.7798148975844,1549.0,35.001114717477456,156.0,1,Failure
128252,P8179,L,297.5,305.7,1835.0,31.704228730292108,100.0,1,Failure
109409,P1694,M,302.6,310.69887450648986,1428.0,33.20390097317859,119.0,1,Failure
173683,P3088,H,300.5,308.70312435339247,1363.0,38.0907437613969,190.0,1,Failure
178799,P1595,M,298.2,306.42615845984363,1443.0,35.96222501910123,91.0,1,Failure
126332,P1720,M,301.3,309.60872561509484,1763.0,27.34565346590719,60.0,1,Failure
120071,P3992,H,300.8,308.4395354249987,1606.0,42.5196657614051,35.0,1,Failure
154295,P9899,H,299.5,308.22233566101653,1395.0,39.025021257909586,75.0,1,Failure
161488,P5743,H,295.8,305.7,1367.0,35.60445272843485,161.0,1,Failure
175500,P4663,H,298.3,306.8332937074739,1465.0,34.65488595345503,184.0,1,Failure
192991,P6813,L,300.9,308.8262686072139,1403.0,43.75519062568315,178.0,1,Failure
107736,P1783,M,298.4,306.1639795170682,1352.0,38.19380188270941,180.0,1,Failure
168518,P7091,H,298.4,306.0723626288667,1517.0,34.69782522010997,169.0,1,Failure
177740,P4712,L,302.5,310.8745992925315,1790.0,26.735015408056885,143.0,1,Failure
114060,P9744,M,298.2,307.34758505538014,1476.0,48.139252496369195,0.0,1,Failure
131471,P8174,M,297.8,305.7,1596.0,30.282205077035684,215.0,1,Failure
162357,P8564,M,296.4,305.7,2204.0,17.678990629417765,172.0,1,Failure
156501,P6428,M,302.5,310.5806829405082,1564.0,26.806990231489173,103.0,1,Failure
126936,P4298,M,300.5,308.5450119667541,1331.0,40.94394671943965,20.0,1,Failure
170858,P9654,M,297.5,305.7,1415.0,35.866385128704685,202.0,1,Failure
100338,P2531,M,299.8,307.6327840320025,1458.0,34.25871209358798,80.0,1,Failure
126295,P4321,M,299.0,307.2890807221237,1400.0,45.793369897887,187.0,1,Failure
173950,P4155,L,302.2,310.8487646484937,1944.0,19.863261241157538,166.0,1,Failure
158437,P6140,H,297.6,305.7,1557.0,28.06660366019896,160.0,1,Failure
183244,P9883,M,299.8,307.9067714822517,1335.0,37.68638262532996,47.0,1,Failure
164463,P5313,M,303.7,311.8363084455723,1445.0,39.70486364037277,126.0,1,Failure
150897,P9239,M,299.0,306.870408162847,1606.0,30.688386755587008,156.0,1,Failure
144229,P8155,L,300.6,308.9905168220801,1397.0,42.375160390642726,203.0,1,Failure
174177,P2620,M,297.3,305.7,1486.0,28.218853709616727,184.0,1,Failure
100540,P7877,L,299.5,307.63797211872026,1582.0,36.88436818963232,198.0,1,Failure
153478,P2760,L,300.4,307.95678786441937,1525.0,33.150456632675265,89.0,1,Failure
199996,P2040,M,303.3,310.99191336874986,1570.0,31.966298892404527,80.0,1,Failure
168542,P3192,M,300.8,309.77310055824313,1413.0,39.13903187032735,102.0,1,Failure
130731,P1945,L,297.2,305.7,1677.0,32.261523084567116,182.0,1,Failure
191180,P7051,L,303.1,311.7322542826707,1551.0,36.28639888689776,103.0,1,Failure
149666,P3571,L,300.6,308.33860619447705,1446.0,43.954110607956245,10.0,1,Failure
163798,P3342,M,298.0,306.17644551951713,1421.0,31.37786391780523,135.0,1,Failure
109738,P6174,L,299.2,307.67516882777335,1636.0,30.01590873186033,205.0,1,Failure
103293,P5586,M,299.1,306.56203357026135,1699.0,26.2662559832768,66.0,1,Failure
128609,P3942,H,299.9,307.46845422452293,1436.0,36.011765254412296,172.0,1,Failure
142873,P6005,M,302.9,310.1369386505276,1643.0,25.004927089340956,116.0,1,Failure
170837,P2283,M,301.4,309.878582265406,1474.0,32.222470860307595,41.0,1,Failure
170034,P8846,L,300.4,308.8803534987195,1319.0,25.57974242718855,242.0,1,Failure
157774,P2774,H,299.6,306.54381742690106,1457.0,32.979443643447226,109.0,1,Failure
178795,P6731,H,300.2,308.10281945825227,1692.0,23.852890730856387,49.0,1,Failure
178397,P3856,M,299.3,307.0017674077222,1525.0,37.71253825965013,150.0,1,Failure
136175,P7878,H,298.5,306.633947417601,1349.0,49.540242709112555,211.0,1,Failure
134778,P5327,H,298.8,306.2842293050399,1702.0,21.86067573699421,164.0,1,Failure
167181,P7672,L,300.9,309.4462459247563,1610.0,32.12642906127191,182.0,1,Failure
151194,P7899,L,300.4,308.9216370068482,1364.0,44.533760417092026,163.0,1,Failure
161617,P6470,M,300.8,308.0583254403477,1439.0,40.16721329220036,105.0,1,Failure
155481,P9613,L,300.5,307.68261673191233,1263.0,40.64557170228551,59.0,1,Failure
196869,P5169,L,303.3,311.13875766453435,1507.0,28.176440284761803,172.0,1,Failure
178131,P2599,H,303.7,312.50887310405096,1586.0,33.39372347441969,43.0,1,Failure
139372,P2083,M,298.1,305.91722028367855,1830.0,28.053764390916854,184.0,1,Failure
172136,P8846,L,300.0,308.5358670760976,1542.0,43.343802007639056,167.0,1,Failure
170026,P2767,L,297.2,306.10100323900406,1477.0,52.797731265764696,93.0,1,Failure
159916,P5618,H,299.9,308.34947045893,1851.0,17.868054499583383,109.0,1,Failure
193028,P7015,M,300.1,308.1075378996479,1316.0,40.23547016039541,202.0,1,Failure
113201,P7327,L,297.2,305.7,1346.0,45.92598287077127,9.0,1,Failure
134020,P6033,M,300.7,306.9986637015503,1442.0,36.68632454749701,138.0,1,Failure
178954,P4585,M,300.0,307.77100799221944,1596.0,33.93631224482174,146.0,1,Failure
169628,P1448,L,300.7,308.831333565045,1622.0,33.365814625732625,75.0,1,Failure
184088,P4637,L,300.4,308.24454618881487,1406.0,34.141577549713574,52.0,1,Failure
181092,P7963,H,298.4,306.15417984249996,1583.0,34.028206860668625,186.0,1,Failure
191769,P1729,M,302.6,310.86781061449284,1620.0,32.360844816364775,108.0,1,Failure
183101,P1698,L,296.8,305.7,1549.0,31.542336554432058,107.0,1,Failure
146571,P1060,M,301.5,309.6121854216077,1397.0,35.12800597805591,51.0,1,Failure
